true_multi_label,predicted_multi_label
go,
geo,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
biosamples,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
metagenomics,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rnacentral;rrid;treefam;uniparc;uniprot
chebi,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
biosamples,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
pdb,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;omim;orphadata;pdb;pfam;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
igsr,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
eudract,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
cath,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
pfam,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
complexportal,eudract;nct;prode;refsnp
omim,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rnacentral;rrid;treefam;uniparc;uniprot
bioproject,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rnacentral;rrid;treefam;uniparc;uniprot
uniparc,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
pfam,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
prode,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rnacentral;rrid;treefam;uniparc;uniprot
reactome,alphafold;biosamples;brenda;dbgap;ensembl;eudract;gca;hgnc;nct;orphadata;prode;reactome;refseq;refsnp
complexportal,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
efo,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
complexportal,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
bioproject,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rnacentral;rrid;treefam;uniparc;uniprot
biostudies,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
ega,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rnacentral;rrid;treefam;uniparc;uniprot
biosamples,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rnacentral;rrid;treefam;uniparc;uniprot
chembl,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
biosamples,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
brenda,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rnacentral;rrid;treefam;uniparc;uniprot
gisaid,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rnacentral;rrid;treefam;uniparc;uniprot
doi,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rnacentral;rrid;treefam;uniparc;uniprot
empiar,alphafold;biosamples;eudract;hgnc;nct;prode;refseq;refsnp
ena,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
uniparc,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;omim;orphadata;pdb;pfam;protein_structures;reactome;refseq;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
ensembl,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rnacentral;rrid;treefam;uniparc;uniprot
cellosaurus,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
gisaid,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
hpa,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
ena,
brenda,
brenda,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
cellosaurus,alphafold;arrayexpress;bioproject;biosamples;biostudies;brenda;cellosaurus;chembl;dbgap;doi;ebisc;efo;ega;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;interpro;metabolights;mint;nct;omim;orphadata;pdb;pfam;prode;reactome;refseq;refsnp;rnacentral;rrid;treefam;uniparc;uniprot
pfam,alphafold;bioproject;biosamples;brenda;cellosaurus;chembl;dbgap;ena;ensembl;eudract;gca;gisaid;go;hgnc;interpro;metabolights;mint;nct;omim;orphadata;prode;reactome;refseq;refsnp;rrid;uniparc;uniprot
rfam,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
nct,eudract;nct
interpro,alphafold;arrayexpress;bia;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rnacentral;rrid;treefam;uniparc;uniprot
cath,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
nct,
hipsci,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
arrayexpress,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
hpa,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
doi,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
interpro,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
doi,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
reactome,alphafold;arrayexpress;bia;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rnacentral;rrid;treefam;uniparc;uniprot
cellosaurus,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rnacentral;rrid;treefam;uniparc;uniprot
eudract,alphafold;bioproject;biosamples;brenda;cellosaurus;chembl;dbgap;ena;ensembl;eudract;gca;gisaid;go;hgnc;metabolights;mint;nct;omim;orphadata;prode;reactome;refseq;refsnp;rrid;uniparc
orphadata,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;omim;orphadata;pdb;pfam;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
metagenomics,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
prode,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
prode,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
bioproject,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rnacentral;rrid;treefam;uniparc;uniprot
rfam,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
igsr,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rnacentral;rrid;treefam;uniparc;uniprot
uniparc,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rnacentral;rrid;treefam;uniparc;uniprot
interpro,alphafold;bioproject;biosamples;brenda;dbgap;ena;eudract;gca;gisaid;hgnc;metabolights;mint;nct;prode;reactome;refseq;refsnp;rrid;uniparc
refsnp,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rnacentral;rrid;treefam;uniparc;uniprot
empiar,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
mint,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
pfam,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
refseq,alphafold;arrayexpress;bia;biomodels;bioproject;biosamples;biostudies;brenda;cath;cellosaurus;chebi;chembl;complexportal;dbgap;doi;ebisc;efo;ega;emdb;empiar;ena;ensembl;eudract;gca;geo;gisaid;go;hgnc;hipsci;hpa;igsr;intact;interpro;metabolights;metagenomics;mint;nct;omim;orphadata;pdb;pfam;prode;protein_structures;reactome;refseq;refsnp;rfam;rhea;rnacentral;rrid;treefam;uniparc;uniprot
